pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,merged_using,conflict,forward_links,team_size,num_commits,num_commits_open,num_pr_comments,num_issue_comments,num_commit_comments,num_comments,num_participants,files_added,files_deleted,files_modified,files_changed,src_files,doc_files,other_files,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,commits_to_hottest_file,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,closer,merger,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member,social_connection_tsay,hotness_vasilescu,team_size_vasilescu,description_complexity,workload,prior_interaction_issue_events,prior_interaction_issue_comments,prior_interaction_pr_events,prior_interaction_pr_comments,prior_interaction_commits,prior_interaction_commit_comments,first_response,ci_latency,ci_errors,ci_test_failures
7889596,zsh-users/zsh-completions,python,324,1433739998,1433747060,1433747060,117,117,commits_in_master,false,false,1,1,1,0,0,0,0,1,0,0,27,27,0,0,27,0,849,0,0,11,7,0.0,0.0,0.0,820,syohex,hhatto,hhatto,1,1.0,222,false,false,false,0.0,2,2,17,0,0,0,0,1,0,-1,-1,false,false
7786107,zsh-users/zsh-completions,python,323,1433134714,1433165677,1433165677,516,516,commits_in_master,false,false,0,1,1,0,1,0,1,2,0,0,1,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,812,10litrov,hhatto,hhatto,0,0,0,false,false,false,NaN,1,7,28,0,0,0,0,1,0,136,-1,false,false
7742013,zsh-users/zsh-completions,python,321,1432819740,,1433724345,15076,,unknown,false,false,0,1,1,0,3,0,3,3,1,0,0,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,811,knakayama,hhatto,,0,0,4,false,false,false,NaN,1,3,27,0,0,0,0,0,0,14339,-1,false,false
7731377,zsh-users/zsh-completions,python,320,1432763774,1433166069,1433166069,6704,6704,commits_in_master,false,false,0,1,1,0,1,0,1,2,0,1,0,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,810,gtmanfred,hhatto,hhatto,0,0,61,false,false,false,NaN,1,17,27,0,0,0,0,1,0,1,-1,false,false
7721364,zsh-users/zsh-completions,python,319,1432726230,1433155149,1433155149,7148,7148,commits_in_master,false,false,0,4,1,0,1,0,1,3,0,0,1,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,808,starcraftman,hhatto,hhatto,1,1.0,6,false,false,false,NaN,1,62,28,0,2,0,0,1,0,5,-1,false,false
7688632,zsh-users/zsh-completions,python,317,1432521236,1433155193,1433155193,10565,10565,commits_in_master,false,false,0,1,1,0,0,0,0,1,0,0,5,5,0,0,5,0,849,0,0,0,0,0.0,0.0,0.0,807,glidenote,hhatto,hhatto,5,1.0,106,false,false,false,NaN,1,5,27,0,0,0,0,1,0,-1,-1,false,false
7016492,zsh-users/zsh-completions,python,309,1428518937,1433156071,1433156071,77285,77285,commits_in_master,false,false,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,762,superlukas,hhatto,hhatto,0,0,3,false,false,false,NaN,1,5,26,0,0,0,0,1,0,77285,-1,false,false
6875884,zsh-users/zsh-completions,python,307,1427713197,,1427722532,155,,unknown,false,false,0,3,3,0,0,0,0,0,1,0,1,2,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,755,letalvoj,letalvoj,,1,0.0,0,false,false,false,NaN,1,30,18,0,0,2,0,0,0,-1,-1,false,false
6875467,zsh-users/zsh-completions,python,306,1427711532,,1427711642,1,,unknown,false,false,0,2,2,0,0,0,0,0,1,0,1,2,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,755,letalvoj,letalvoj,,0,0,0,false,false,false,NaN,1,29,18,0,0,0,0,0,0,-1,-1,false,false
6555502,zsh-users/zsh-completions,python,303,1425652387,1426177233,1426177233,8747,8747,commits_in_master,false,false,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,737,ilkka,hhatto,hhatto,1,1.0,19,false,false,false,NaN,1,11,17,0,0,1,0,2,0,8747,-1,false,false
6554448,zsh-users/zsh-completions,python,302,1425648253,1433237638,1433237638,126549,126549,commits_in_master,false,false,0,2,1,1,2,0,3,3,1,0,1,2,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,737,ilkka,hhatto,hhatto,0,0,19,false,false,false,NaN,1,10,23,0,0,0,0,1,0,8837,-1,false,false
6511463,zsh-users/zsh-completions,python,301,1425410171,1433723074,1433723074,138608,138608,commits_in_master,false,false,0,5,2,0,6,0,6,4,3,0,2,5,0,0,3,0,849,0,0,0,0,0.0,0.0,0.0,735,bosr,hhatto,hhatto,0,0,3,false,false,false,NaN,1,94,22,0,0,0,0,1,0,65344,-1,false,false
6356818,zsh-users/zsh-completions,python,295,1424432830,1424438372,1424438372,92,92,commits_in_master,false,false,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,849,0,0,2,2,0.0,0.0,0.0,727,superbrothers,hhatto,hhatto,0,0,38,false,false,false,Infinity,1,2,10,0,0,0,0,0,0,92,-1,false,false
6199869,zsh-users/zsh-completions,python,292,1423474872,,1423475306,7,,unknown,false,false,0,1,1,0,2,0,2,1,1,0,0,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,718,ohcibi,ohcibi,,1,1.0,15,false,false,false,NaN,1,7,10,0,0,0,0,0,0,7,-1,false,false
6092133,zsh-users/zsh-completions,python,290,1422710879,1433167222,1433167222,174332,174332,commits_in_master,false,false,0,1,1,0,2,0,2,3,1,0,1,2,1,0,0,0,849,1,0,2,2,0.0,0.0,0.0,715,ypid,hhatto,hhatto,0,0,4,false,false,false,Infinity,1,11,24,0,0,0,0,1,0,372,-1,false,false
6059179,zsh-users/zsh-completions,python,289,1422495605,1422496921,1422496921,21,21,commits_in_master,false,false,0,1,1,0,2,0,2,2,0,0,1,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,714,hhatto,hhatto,hhatto,2,1.0,50,false,true,false,NaN,1,6,11,0,0,0,0,1,0,4,-1,false,false
5749245,zsh-users/zsh-completions,python,280,1420551127,,1420553323,36,,unknown,false,false,0,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,691,grosendorf,grosendorf,,0,0,3,false,false,false,NaN,2,21,7,0,0,0,0,0,0,-1,-1,false,false
5714411,zsh-users/zsh-completions,python,279,1420211781,1433238740,1433238740,217175,217175,commits_in_master,false,false,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,689,llua,hhatto,hhatto,0,0,1,false,false,false,NaN,2,13,23,0,0,0,0,1,0,-1,-1,false,false
5707536,zsh-users/zsh-completions,python,278,1420116942,,1433723449,226835,,unknown,false,false,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,689,yforster,hhatto,,0,0,0,false,false,false,NaN,2,25,21,0,0,0,0,0,0,1334,-1,false,false
5422486,zsh-users/zsh-completions,python,275,1417450900,,1422393810,82381,,unknown,false,false,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,669,whatyouhide,whatyouhide,,0,0,31,false,false,false,0.0,4,24,11,0,0,0,0,0,0,-1,-1,false,false
5418251,zsh-users/zsh-completions,python,274,1417422070,1433237811,1433237811,263655,263655,commits_in_master,false,false,1,1,1,0,2,1,3,3,1,0,0,1,0,0,1,0,849,0,0,1,1,0.0,0.0,0.0,668,Marthym,hhatto,hhatto,0,0,0,false,false,false,1.0,4,9,22,0,0,0,0,0,0,190346,-1,false,false
5397941,zsh-users/zsh-completions,python,273,1417160909,1422848151,1422848151,94787,94787,commits_in_master,false,false,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,849,0,0,0,0,0.0,0.0,0.0,665,tricknotes,hhatto,hhatto,1,1.0,163,false,false,false,0.0,4,5,10,0,0,0,0,1,0,-1,-1,false,false
