pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_1000_lines,requester,prev_pullreqs,requester_succ_rate
792651,three.js,2913,1357834959,,1357839139,69,,7,1,2,2,45,83727,4,0,19,0.0,dustbin,1,0.0
791445,three.js,2909,1357809111,1357816994,1357816994,131,131,7,3,0,4,46,83679,26,0,34,0.0,gero3,36,0.5277777777777778
247563,three.js,2328,1345101574,,1357800633,211590,,8,2,9,2,77,59523,10,0,0,0.0,gero3,18,0.5555555555555556
767649,three.js,2855,1356682813,,1357727369,17409,,7,12,9,133,67,79085,13191,0,521,0.0,gero3,35,0.5428571428571428
782976,three.js,2902,1357650790,,1357674070,388,,7,2,6,14,48,79220,257,0,69,0.0,bhouston,16,0.375
783917,three.js,2903,1357664114,1357666189,1357666189,34,34,7,1,1,2,46,79220,14,0,48,0.0,WestLangley,10,0.9
782860,three.js,2870,1356987482,,1357648830,11022,,7,4,4,5,68,79293,299,0,3,0.0,bcajes,0,0
780087,three.js,2868,1356961028,,1357585733,10411,,7,6,4,6,68,79293,166,0,31,0.0,bhouston,15,0.4
779378,three.js,2893,1357482232,1357559944,1357559944,1295,1295,7,1,1,1,52,78972,18,0,18,0.0,benaadams,8,0.75
777811,three.js,2866,1356957400,,1357214633,4287,,7,6,0,7,68,79293,177,0,6,0.0,bhouston,13,0.46153846153846156
776354,three.js,2867,1356959440,,1357175059,3593,,7,3,1,3,68,79293,99,0,28,0.0,bhouston,14,0.42857142857142855
762956,three.js,2844,1356541972,,1356795345,4222,,8,10,14,22,68,79070,969,0,50,0.0,bhouston,11,0.5454545454545454
766706,three.js,2853,1356649622,,1356784753,2252,,7,1,0,1,67,79085,0,0,0,0.0,AndrewDavis,0,0
763714,three.js,2848,1356564587,,1356649542,1415,,8,1,1,1,68,79070,0,0,1,0.0,maxogden,0,0
762954,three.js,2843,1356541823,,1356541928,1,,8,4,1,13,68,79070,634,0,29,0.0,bhouston,10,0.6
760279,three.js,2819,1355834762,1356017487,1356017487,3045,3045,7,5,0,29,83,76336,226,0,43,0.0,bhouston,8,0.5
775869,three.js,2825,1356006835,1356017487,1356017487,177,177,8,10,16,88,80,76527,1166,0,83,0.0,bhouston,9,0.5555555555555556
