pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_1000_lines,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
106243,flockdb,92,1335625108,1335633707,1335633707,143,143,5,1,1,1,52,2739,12,0,0,841.548010222709,1428,ksauzz,4,0.0,5,false,false
103843,flockdb,90,1335445040,,1335633860,3147,,5,1,5,1,52,2739,0,0,0,841.548010222709,1427,ksauzz,3,0.0,5,false,false
76945,flockdb,88,1333395747,1333395931,1333395931,3,3,6,1,1,1,62,2736,3,0,3,842.4707602339181,1359,rvpgithub,5,1.0,5,true,true
64907,flockdb,87,1332518993,1332519000,1332519000,0,0,6,4,0,14,71,2729,65,0,60,844.9981678270428,1344,rvpgithub,4,1.0,4,true,true
49462,flockdb,86,1331799746,1333395697,1333395697,26659,26659,6,3,2,53,75,2734,1760,1432,172,843.4528163862473,2654,hyungoo,0,0,0,true,true
980185,flockdb,85,1331501399,1331512831,1331512831,190,190,6,14,2,20,78,2701,125,0,134,853.7578674564976,1326,rvpgithub,3,1.0,3,true,true
869442,flockdb,84,1331319878,1331319966,1331319966,1,1,5,3,1,4,79,2702,4,0,22,853.441894892672,1326,alanliang,1,1.0,3,true,true
980186,flockdb,83,1331257743,1331258458,1331258458,11,11,5,1,1,2,81,2694,23,0,5,855.9762435040832,1324,rvpgithub,2,1.0,3,true,true
980188,flockdb,82,1331166227,1331237468,1331237468,1187,1187,5,6,1,10,79,2734,58,0,34,843.4528163862473,1322,rvpgithub,1,1.0,3,true,true
980189,flockdb,76,1327363013,1328222821,1328222821,14330,14330,3,19,3,116,75,2901,2138,1987,43,831.0927266459842,1260,rvpgithub,0,0,1,true,true
980190,flockdb,75,1326156431,1327034537,1327034537,14635,14635,1,5,6,12,72,2887,327,312,20,835.1229650155872,1253,alanliang,0,0,3,true,true
980191,flockdb,72,1324119736,1326154685,1326154685,33915,33915,4,17,1,30,58,2880,587,630,63,801.0416666666666,1249,boazavital,1,1.0,2,true,true
980193,flockdb,71,1319219811,1319222484,1319222484,44,44,6,1,2,3,69,2888,20,5,9,797.7839335180056,1234,freels,4,0.5,53,true,false
980181,flockdb,68,1317643241,1317656204,1317656204,216,216,6,1,1,1,68,2888,4,0,9,797.7839335180056,1227,bmatheny,0,0,16,false,false
980195,flockdb,67,1317072508,1317166010,1317166010,1558,1558,5,4,1,8,68,2888,12,0,9,797.4376731301938,1224,boazavital,0,0,2,true,true
980196,flockdb,62,1314804397,,1319219603,73586,,2,5,2,5,91,2841,99,8,9,805.702217529039,1215,freels,3,0.6666666666666666,51,true,false
980197,flockdb,61,1314722782,1315584826,1315584826,14367,14367,2,6,0,30,90,2751,740,485,82,812.068338785896,1215,freels,2,0.5,51,true,false
980198,flockdb,60,1313438692,1313802681,1313802681,6066,6066,1,1,0,1,97,2789,0,0,0,801.7210469702403,1209,caniszczyk,0,0,45,false,true
980199,flockdb,58,1313099382,,1314722586,27053,,1,14,1,81,97,3018,1446,801,160,815.7720344599072,1206,freels,1,1.0,50,true,false
980200,flockdb,57,1312310433,1313423422,1313423422,18549,18549,1,1,0,5,96,2915,20,30,0,831.9039451114922,1206,freels,0,0,50,true,false
980201,flockdb,54,1307033839,1313423422,1313423422,106493,106493,3,45,0,156,58,2910,1161,83,293,833.3333333333334,1181,eaceaser,0,0,12,true,true
980203,flockdb,53,1306509098,,1317373781,181078,,3,1,1,2,58,2910,54,3,0,833.3333333333334,1178,ksauzz,2,0.0,1,false,false
980207,flockdb,52,1306507753,,1317166401,177644,,3,1,1,2,58,2910,6,0,0,833.3333333333334,1178,ksauzz,1,0.0,1,false,false
980210,flockdb,51,1306407570,,1306507645,1667,,3,2,1,4,58,2910,60,3,0,833.3333333333334,1178,ksauzz,0,0,1,false,false
980212,flockdb,50,1304715304,,1319219719,241740,,3,1,1,1,54,2938,14,0,0,825.3914227365556,1170,cchandler,0,0,34,false,false
980213,flockdb,42,1299282625,1299524126,1299524126,4025,4025,5,1,0,3,59,2920,24,0,63,828.4246575342465,1119,joshbuddy,6,0.6666666666666666,219,true,false
980214,flockdb,41,1299176739,,1314722699,259159,,5,1,0,3,59,2918,10,10,68,828.3070596298835,1116,joshbuddy,5,0.8,219,true,false
980216,flockdb,40,1299029985,1299275763,1299275763,4096,4096,5,20,1,149,59,2860,460,549,910,829.0209790209791,1113,joshbuddy,4,0.75,219,true,false
980218,flockdb,39,1298579732,,1298667290,1459,,5,15,1,111,56,2860,360,445,695,829.0209790209791,1107,joshbuddy,3,1.0,217,true,false
980221,flockdb,37,1296593831,1296595991,1296595991,36,36,4,3,0,7,75,2810,99,2,103,843.7722419928826,1088,joshbuddy,2,1.0,216,true,false
980225,flockdb,36,1296067625,1296082075,1296082075,240,240,3,26,1,71,85,2594,1402,734,168,895.1426368542791,1082,joshbuddy,1,1.0,215,true,false
980232,flockdb,35,1294954657,1295453872,1295453872,8320,8320,2,13,0,48,80,2531,471,643,263,846.7009087317265,1071,fizx,7,0.14285714285714285,46,true,false
980240,flockdb,33,1294767945,,1294776120,136,,2,2,2,19,78,2494,132,46,127,854.0497193263833,1067,fizx,6,0.16666666666666666,46,true,false
980242,flockdb,32,1294767433,,1294773405,99,,2,3,1,8,77,2496,52,14,61,851.3621794871796,1067,fizx,5,0.2,46,true,false
980244,flockdb,31,1294705228,1296082076,1296082076,22947,22947,2,17,1,58,75,2496,1035,705,199,851.3621794871796,1066,joshbuddy,0,0,215,true,false
980247,flockdb,28,1292828981,,1294335070,25101,,2,3,1,9,76,2476,58,627,44,822.2940226171244,1055,fizx,4,0.25,46,true,false
980249,flockdb,27,1292788675,,1314722657,365626,,2,1,0,2,76,2448,377,96,1,832.1078431372549,1055,fizx,3,0.3333333333333333,46,true,false
