Overriding configuration attach_ip= with cmd line 130.161.159.244
pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_1000_lines,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
1164268,sk89q/commandhelper,87,1361145375,,1361147112,28,,4,1,0,3,31,55836,60,0,32,98.80722114764667,47,jb-aero,18,0.9444444444444444,0,false,false
1163352,sk89q/commandhelper,86,1361119183,1361161985,1361161985,713,713,4,8,4,54,31,55836,1711,0,36,98.80722114764667,94,EntityReborn,30,0.9666666666666667,4,false,false
1148532,sk89q/commandhelper,82,1360719215,1360720982,1360720982,29,29,3,1,0,1,30,55383,6,0,9,99.6154054493256,47,EntityReborn,29,0.9655172413793104,2,false,false
1148399,sk89q/commandhelper,81,1360710310,,1361072599,6038,,3,2,6,15,30,55387,901,0,49,99.60821131312402,94,jb-aero,17,1.0,0,false,false
975036,sk89q/commandhelper,80,1360312445,1360381977,1360381977,1158,1158,3,1,1,11,29,55098,434,4,95,100.13067624959164,47,jb-aero,16,1.0,0,false,false
962505,sk89q/commandhelper,79,1360131710,1360176491,1360176491,746,746,3,1,0,3,29,54766,19,0,17,100.73768396450353,94,jb-aero,15,1.0,0,false,false
961813,sk89q/commandhelper,78,1360107849,1360176415,1360176415,1142,1142,3,5,4,5,28,54766,358,0,65,100.73768396450353,47,MariuszT,2,1.0,0,false,false
958162,sk89q/commandhelper,77,1359864040,1360028142,1360028142,2735,2735,3,2,0,13,28,54348,456,0,43,101.51247516007948,47,jb-aero,14,1.0,0,false,false
946085,sk89q/commandhelper,76,1359680869,1360176251,1360176251,8256,8256,3,3,7,33,28,54339,3688,0,172,101.52928835642909,94,ACzChef,2,1.0,0,false,false
945871,sk89q/commandhelper,75,1359664714,1359676010,1359676010,188,188,3,3,0,3,28,54339,8,0,33,101.52928835642909,47,ACzChef,1,1.0,0,false,false
942365,sk89q/commandhelper,74,1359499630,1359608748,1359608748,1818,1818,3,1,0,13,27,54123,323,5,62,101.86057683424791,47,jb-aero,13,1.0,0,false,false
931066,sk89q/commandhelper,73,1359342842,1359384055,1359384055,686,686,3,1,0,1,26,54029,126,0,4,102.03779451775898,94,jb-aero,12,1.0,0,false,false
974298,sk89q/commandhelper,72,1359328987,1359331670,1359331670,44,44,3,2,0,19,26,53694,303,5,130,102.59991805415875,47,jb-aero,11,1.0,0,false,false
929890,sk89q/commandhelper,71,1359298983,1359330291,1359330292,521,521,3,2,0,4,26,53460,222,0,26,103.04900860456416,94,MariuszT,1,1.0,0,false,false
