pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,merged_using,conflict,forward_links,team_size,num_commits,num_commits_open,num_pr_comments,num_issue_comments,num_commit_comments,num_comments,num_participants,files_added,files_deleted,files_modified,files_changed,src_files,doc_files,other_files,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,commits_to_hottest_file,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,closer,merger,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member,social_connection_tsay,hotness_vasilescu,team_size_vasilescu,description_complexity,workload,prior_interaction_issue_events,prior_interaction_issue_comments,prior_interaction_pr_events,prior_interaction_pr_comments,prior_interaction_commits,prior_interaction_commit_comments,first_response,ci_latency,ci_errors,ci_test_failures
7745824,ForgeEssentials/ForgeEssentialsMain,java,1545,1432832900,1432847435,1432847435,242,242,github,false,false,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,41041,13,0,1,1,0.0,0.0,0.0,153,aschmois,aschmois,aschmois,1,1.0,2,false,true,false,0.0036231884057971015,5,10,0,3,10,3,0,5,0,18,8437.0,false,false
7689861,ForgeEssentials/ForgeEssentialsMain,java,1532,1432532800,1432545031,1432545031,203,203,commits_in_master,false,false,2,7,3,6,3,0,9,2,14,20,35,69,69,0,0,0,40861,5528,0,113,33,0.0,0.0,0.0,153,olee,luacs1998,luacs1998,18,1.0,5,true,true,true,0.0,5,6,0,162,365,7,1,171,15,7,17109.0,true,false
7681801,ForgeEssentials/ForgeEssentialsMain,java,1530,1432455661,1432470446,1432470446,246,246,commits_in_master,false,false,2,5,5,0,0,0,0,0,5,9,10,24,27,0,0,0,40928,886,0,69,27,0.0,0.0,0.0,153,luacs1998,luacs1998,luacs1998,18,0.8888888888888888,7,true,true,false,0.008849557522123894,5,22,0,126,221,15,2,102,10,-1,7566.0,false,false
7596392,ForgeEssentials/ForgeEssentialsMain,java,1506,1431975039,,1432083697,1810,,unknown,false,false,2,1,1,0,5,0,5,2,0,0,1,1,1,0,0,0,40811,10,0,6,6,0.0,0.0,0.0,151,RlonRyan,olee,,88,0.5454545454545454,1,true,false,false,0.031088082901554404,5,12,1,2,1,0,0,1,0,13,7638.0,false,false
7517355,ForgeEssentials/ForgeEssentialsMain,java,1493,1431486295,1431751744,1431751744,4424,4424,commits_in_master,false,false,2,6,5,0,3,0,3,2,0,4,7,11,7,0,5,0,40693,176,0,43,18,0.0,0.0,0.0,150,luacs1998,luacs1998,luacs1998,17,0.8823529411764706,7,true,true,false,0.03076923076923077,5,89,1,115,199,15,2,100,11,4176,263877.0,false,false
7397102,ForgeEssentials/ForgeEssentialsMain,java,1472,1430770207,1430835800,1430835800,1093,1093,commits_in_master,false,false,2,7,2,2,13,0,15,5,3,0,7,10,7,0,0,0,40293,1037,0,28,14,0.0,0.0,0.0,149,aschmois,aschmois,aschmois,0,0,2,false,true,false,0.03296703296703297,5,41,1,0,0,0,0,1,0,4,1650376.0,false,true
7278461,ForgeEssentials/ForgeEssentialsMain,java,1453,1430051956,1430052384,1430052384,7,7,commits_in_master,false,false,2,16,16,0,0,2,2,0,13,18,115,146,137,0,1,0,38652,7299,0,99,15,0.0,0.0,0.0,149,olee,luacs1998,luacs1998,17,1.0,5,true,true,true,0.012738853503184714,5,6,0,122,262,5,1,100,12,-1,7624.0,false,false
7274823,ForgeEssentials/ForgeEssentialsMain,java,1450,1430009798,1430020600,1430020600,180,180,commits_in_master,false,false,2,6,4,0,1,0,1,1,3,0,6,9,7,0,0,0,38529,164,0,11,6,0.0,0.0,0.0,149,luacs1998,luacs1998,luacs1998,16,0.875,7,true,true,false,0.012903225806451613,5,14,0,119,178,12,0,94,9,175,17600.0,false,false
7234061,ForgeEssentials/ForgeEssentialsMain,java,1443,1429770723,1429770935,1429770935,3,3,commits_in_master,false,false,2,5,5,0,0,0,0,1,0,0,5,5,5,0,0,0,38121,150,0,18,9,0.0,0.0,0.0,149,BronteSlayer,luacs1998,luacs1998,0,0,0,true,false,false,0.0136986301369863,5,89,0,0,0,0,0,0,0,-1,-1,false,false
7011762,ForgeEssentials/ForgeEssentialsMain,java,1383,1428502676,1428571425,1428571425,1145,1145,commits_in_master,false,false,3,9,8,0,2,0,2,1,11,16,27,54,44,0,3,0,39671,3816,0,32,13,0.0,0.0,0.0,147,olee,luacs1998,luacs1998,16,1.0,5,true,true,true,0.0,7,18,0,69,155,4,1,47,4,1145,75885.0,false,false
