Overriding configuration attach_ip= with cmd line 130.161.159.244
pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_1000_lines,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
942318,mongoid/moped,144,1359607191,1359888475,1359888476,4688,4688,6,1,3,2,18,2682,27,83,8,1418.3445190156601,107,jonhyman,2,1.0,5,false,false
826185,mongoid/moped,138,1358673043,,1359891211,20302,,6,1,0,1,20,2679,4,0,0,1410.9742441209407,107,goshakkk,0,0,30,false,false
803025,mongoid/moped,137,1357921085,,1359889422,32805,,6,2,1,2,27,2681,7,0,0,1402.088772845953,214,pkieltyka,0,0,64,false,false
751911,mongoid/moped,130,1355505405,1356094490,1356094490,9818,9818,10,2,1,2,41,2648,6,0,24,1387.4622356495468,202,nilsonsfj,0,0,0,false,false
723424,mongoid/moped,125,1354907748,,1356375065,24455,,11,3,0,6,42,2648,84,10,0,1387.4622356495468,100,gshiftlabs-dbuttineau,0,0,0,false,false
671092,mongoid/moped,123,1354703288,,1356095887,23209,,10,1,0,3,43,2648,22,0,0,1387.4622356495468,200,nightscape,0,0,22,false,false
624726,mongoid/moped,118,1353593358,,1354454917,14359,,11,1,3,3,42,2632,35,14,0,1391.7173252279636,99,Winslett,5,0.4,6,false,false
506889,mongoid/moped,116,1353421127,1353441224,1353441224,334,334,10,2,2,1,43,2632,5,0,13,1391.7173252279636,99,Winslett,4,0.25,6,false,false
488703,mongoid/moped,114,1353041330,,1353240131,3313,,11,1,4,4,46,2555,165,48,0,1341.2915851272016,99,Winslett,3,0.3333333333333333,6,false,false
495548,mongoid/moped,113,1353020845,1353240222,1353240222,3656,3656,11,66,3,104,46,2555,498,496,0,1341.2915851272016,99,jonson,0,0,1,false,false
512651,mongoid/moped,103,1351170777,,1351701381,8783,,13,2,2,2,42,2530,2,12,0,1314.6245059288538,99,Winslett,2,0.5,6,false,false
512654,mongoid/moped,100,1350408975,1351699510,1351699510,21448,21448,12,1,1,1,40,2477,3,0,5,1301.1707710940655,99,tolsen,0,0,7,false,false
512657,mongoid/moped,98,1349962210,,1350057944,1595,,11,4,2,7,38,2467,7,49,0,1306.4450749898663,99,kareemk,0,0,4,false,false
512658,mongoid/moped,97,1349951868,,1350194188,4038,,11,1,1,1,38,2520,2,0,0,1319.8412698412699,99,alebsack,0,0,1,false,false
512660,mongoid/moped,96,1349850159,1349869993,1349869993,330,330,10,1,0,1,38,2520,2,0,0,1319.8412698412699,99,i0rek,6,0.8333333333333334,22,false,true
512648,mongoid/moped,92,1349667398,,1349869981,3376,,10,1,19,1,37,2520,3,0,0,1319.8412698412699,99,nviennot,4,0.5,15,false,false
512661,mongoid/moped,91,1349667295,,1350194930,8793,,10,2,2,2,37,2520,18,0,0,1319.8412698412699,99,nviennot,3,0.6666666666666666,15,false,false
512663,mongoid/moped,90,1349640313,,1350194580,9237,,9,1,3,1,37,2520,6,0,0,1319.8412698412699,99,mattparlane,0,0,0,false,false
512664,mongoid/moped,85,1349424681,,1349524814,1668,,8,2,3,2,34,2496,11,16,0,1295.2724358974358,99,sporkmonger,0,0,69,false,false
453599,mongoid/moped,83,1349209851,1349244070,1349244070,570,570,8,1,1,2,34,2494,2,1,9,1284.683239775461,198,jonhyman,1,1.0,10,false,false
441899,mongoid/moped,81,1348752528,1349244258,1349244258,8195,8195,9,1,1,1,32,2494,1,0,6,1284.683239775461,196,telent,0,0,12,false,false
440868,mongoid/moped,80,1348723226,,1349509525,13104,,9,1,3,2,32,2494,23,0,0,1284.683239775461,98,nviennot,2,1.0,15,false,false
437378,mongoid/moped,78,1348602125,,1352639059,67222,,10,1,1,1,30,2494,2,0,0,1284.683239775461,196,kubz,0,0,0,false,false
