pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,merged_using,conflict,forward_links,team_size,num_commits,num_commit_comments,num_issue_comments,num_comments,num_participants,files_added,files_deleted,files_modified,files_changed,src_files,doc_files,other_files,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
1911163,JasonBenn/raiseyourhand,ruby,141,1375989797,1375989812,1375989812,0,0,github,false,false,4,1,0,0,0,0,0,0,1,1,0,0,1,76,877,0,0,4,491.4481185860889,29.646522234891677,108.32383124287344,4,JasonBenn,33,0.9393939393939394,9,true,true
1787996,JasonBenn/raiseyourhand,ruby,140,1374100555,1374100559,1374100559,0,0,github,false,false,4,2,0,0,0,0,0,1,1,2,1,0,1,76,877,10,0,2,491.4481185860889,29.646522234891677,108.32383124287344,2,JasonBenn,32,0.9375,3,true,true
2706005,JasonBenn/raiseyourhand,ruby,139,1373581669,1373581674,1373581674,0,0,github,false,false,4,1,0,0,0,0,0,1,0,1,1,0,0,77,884,10,0,1,487.5565610859728,29.41176470588235,107.4660633484163,1,Ingelheim,42,0.8809523809523809,6,true,true
2706006,JasonBenn/raiseyourhand,ruby,138,1373581614,1373581618,1373581618,0,0,github,false,false,4,1,0,0,0,0,0,0,1,1,1,0,0,77,884,9,0,43,487.5565610859728,29.41176470588235,107.4660633484163,1,Ingelheim,41,0.8780487804878049,6,true,true
2706007,JasonBenn/raiseyourhand,ruby,137,1373580337,1373580340,1373580340,0,0,github,false,false,4,1,0,0,0,0,0,0,6,6,2,4,0,77,883,31,0,132,488.1087202718007,29.44507361268403,107.58776896942241,1,Ingelheim,40,0.875,6,true,true
2706008,JasonBenn/raiseyourhand,ruby,136,1373567872,1373567875,1373567875,0,0,github,false,false,4,2,0,0,0,0,0,0,2,2,0,1,0,77,883,0,0,66,488.1087202718007,29.44507361268403,107.58776896942241,1,JasonBenn,31,0.9354838709677419,3,true,true
2706010,JasonBenn/raiseyourhand,ruby,135,1373567646,1373567653,1373567653,0,0,github,false,false,4,2,0,0,0,0,0,0,4,4,1,1,0,77,883,1060,0,128,488.1087202718007,29.44507361268403,107.58776896942241,1,nemrow,31,0.967741935483871,3,true,true
1763324,JasonBenn/raiseyourhand,ruby,134,1373567483,1373567487,1373567488,0,0,github,false,false,4,1,0,0,0,0,0,1,5,6,4,2,0,77,883,225,0,77,488.1087202718007,29.44507361268403,107.58776896942241,1,Ingelheim,39,0.8717948717948718,6,true,true
1760826,JasonBenn/raiseyourhand,ruby,133,1373566913,1373566917,1373566917,0,0,commits_in_master,false,false,4,1,0,0,0,0,0,2,1,3,1,2,0,77,883,0,0,63,488.1087202718007,29.44507361268403,107.58776896942241,1,Ingelheim,38,0.8947368421052632,6,true,true
1760788,JasonBenn/raiseyourhand,ruby,132,1373566508,1373566513,1373566513,0,0,github,false,false,4,1,0,0,0,0,0,0,7,7,0,7,0,77,883,0,0,9,488.1087202718007,29.44507361268403,107.58776896942241,1,Ingelheim,37,0.8918918918918919,6,true,true
