pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,merged_using,conflict,forward_links,team_size,num_commits,num_comments,num_participants,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
2107607,puppetlabs/puppet,ruby,1898,1379106722,,1379111294,76,,unknown,false,false,26,3,1,1,2,57,88821,30,179,5,1181.2634399522635,125.04925636955225,210.81726168361087,1398,pcarlisle,96,0.90625,1,false,true
2106967,puppetlabs/puppet,ruby,1897,1379098103,1379100162,1379100162,34,34,commits_in_master,false,false,26,1,1,1,2,57,88818,6,6,12,1181.2695624760747,125.04222117138417,210.8131234659641,1398,zaphod42,108,0.7962962962962963,22,false,true
2099019,puppetlabs/puppet,ruby,1892,1378991580,1378994298,1378994298,45,45,commits_in_master,false,false,27,1,1,1,1,58,88711,1,0,19,1186.4706744372174,125.50867423431141,211.29284981569364,1398,kylog,19,0.5263157894736842,2,false,false
2094342,puppetlabs/puppet,ruby,1891,1378925225,1378936541,1378936541,188,188,github,false,false,27,1,6,3,1,58,88702,2,0,17,1186.478320669207,125.498861356001,211.2691934792902,1398,jpartlow,26,0.9230769230769231,1,false,true
2086715,puppetlabs/puppet,ruby,1887,1378830900,1378839257,1378839257,139,139,commits_in_master,false,false,28,1,1,1,5,59,88701,0,28,27,1186.2323987328216,125.45518088860328,211.24902763215746,1398,kylog,18,0.5555555555555556,2,false,false
2082934,puppetlabs/puppet,ruby,1886,1378787260,1378914294,1378914294,2117,2117,commits_in_master,false,false,28,1,2,3,1,59,88814,10,0,4,1181.3227644290314,125.04785281599747,210.82261805571193,1398,haus,59,0.8813559322033898,22,false,true
2079400,puppetlabs/puppet,ruby,1885,1378739517,1378740952,1378740952,23,23,github,false,false,28,1,1,1,1,60,88814,0,0,2,1181.3227644290314,125.04785281599747,210.82261805571193,1398,ferventcoder,0,0,126,false,false
2070059,puppetlabs/puppet,ruby,1882,1378543458,1378999622,1378999622,7602,7602,commit_sha_in_comments,false,false,28,4,7,3,2,60,88679,26,28,0,1184.1134879734773,125.36226164029814,211.07590297590184,1398,ptomulik,2,0.0,0,false,false
2064116,puppetlabs/puppet,ruby,1880,1378466258,,1378466504,4,,unknown,false,false,29,1,0,1,5,60,88814,0,16,0,1181.3227644290314,125.04785281599747,210.82261805571193,1398,Iristyle,0,0,22,false,false
2061548,puppetlabs/puppet,ruby,1879,1378416382,1378425859,1378425859,157,157,github,false,false,28,1,7,5,6,61,88794,65,52,10,1181.2397234047344,125.05349460549137,210.81379372480123,1398,zaphod42,105,0.8095238095238095,22,false,true
2060425,puppetlabs/puppet,ruby,1878,1378402361,1378828662,1378828662,7105,7105,commits_in_master,false,false,28,5,15,5,7,61,88647,48,335,8,1183.3338973682132,125.2608661319616,211.05057136733336,1398,pcarlisle,95,0.9157894736842105,1,false,true
2060381,puppetlabs/puppet,ruby,1877,1378401785,1378406493,1378406493,78,78,github,false,false,28,2,1,1,2,61,88647,7,0,1,1183.3338973682132,125.2608661319616,211.05057136733336,1398,nfagerlund,55,0.8727272727272727,7,false,true
2059885,puppetlabs/puppet,ruby,1876,1378396511,1378406552,1378406552,167,167,github,false,false,28,1,0,0,1,61,88783,31,0,14,1181.2396517351297,125.03519817983172,210.79485937623193,1398,nfagerlund,54,0.8703703703703703,7,false,true
2055547,puppetlabs/puppet,ruby,1875,1378334498,,1378396441,1032,,unknown,false,false,28,1,3,2,1,61,88647,31,0,0,1183.3338973682132,125.2608661319616,211.05057136733336,1398,nfagerlund,53,0.8867924528301887,7,false,true
2055414,puppetlabs/puppet,ruby,1874,1378333062,1378333677,1378333677,10,10,github,false,false,27,1,0,1,2,61,88783,2,2,10,1181.2396517351297,125.03519817983172,210.79485937623193,1398,kylog,17,0.5294117647058824,2,false,false
2055422,puppetlabs/puppet,ruby,1873,1378333008,,1378333021,0,,unknown,false,false,27,1,0,0,1,61,88783,6,0,0,1181.2396517351297,125.03519817983172,210.79485937623193,1398,kylog,16,0.5625,2,false,false
2055420,puppetlabs/puppet,ruby,1872,1378332682,1378332974,1378332974,4,4,commits_in_master,false,false,27,1,0,0,2,61,88647,2,2,10,1183.3338973682132,125.2608661319616,211.05057136733336,1398,kylog,15,0.6,2,false,false
2037730,puppetlabs/puppet,ruby,1871,1378270508,1378730002,1378730002,7658,7658,commits_in_master,false,false,27,1,5,4,2,62,88614,5,17,0,1183.0410544609203,125.23980409416119,210.8131897894238,1398,joshcooper,126,0.8412698412698413,5,false,true
2037711,puppetlabs/puppet,ruby,1870,1378268974,1378399267,1378399267,2171,2171,commits_in_master,false,false,27,2,4,3,4,62,88760,20,28,0,1181.140153222172,125.04506534474987,210.57908968003605,1398,joshcooper,125,0.848,5,false,true
2036704,puppetlabs/puppet,ruby,1869,1378247970,1378312850,1378312850,1081,1081,commits_in_master,false,false,27,1,10,4,4,62,88760,24,44,22,1181.140153222172,125.04506534474987,210.57908968003605,1398,zaphod42,104,0.8173076923076923,22,false,true
2032189,puppetlabs/puppet,ruby,1867,1378173321,1378237345,1378237345,1067,1067,github,false,false,27,5,1,1,2,62,88614,14,39,57,1182.826641388494,125.21723429706367,210.8131897894238,1398,kylog,14,0.5714285714285714,2,false,false
